,Cities,Countries,Population
98121,Sansac-de-Marmiesse,Frankrike,1114.0
98122,Near South Side,USA,22401.0
98123,Suffield Depot,USA,1325.0
98124,Dooms,USA,1327.0
98125,Cornuțel,Rumänien,1067.0
98126,Aristóbulo del Valle,Argentina,20683.0
98127,Tavşanlı,Turkiet,52182.0
98128,Jermyn,USA,2096.0
98129,P’rimorsk’oe,Georgien,2573.0
98130,Les Sorinières,Frankrike,6698.0
98131,Aykino,Ryssland,3358.0
98132,Vallo Torinese,Italien,748.0
98133,Torre d'Isola,Italien,94.0
98134,Dodeni,Rumänien,2105.0
98135,Lazarevskoye,Ryssland,30000.0
98136,Judsonia,USA,2027.0
98137,Bende,Nigeria,79618.0
98138,Pines,Filippinerna,3019.0
98139,Carlos A. Carrillo,Mexiko,17989.0
98140,San Roque,Filippinerna,4930.0
98141,Laurito,Italien,744.0
98142,Kūbar,Palestinian Territory,3546.0
98143,Sant'Angelo di Piove di Sacco,Italien,6128.0
98144,Pasté,Mexiko,3771.0
98145,Nizhnedevitsk,Ryssland,6320.0
98146,Argences,Frankrike,3405.0
98147,Nakatunguru,Tanzania,6064.0
98148,Shoal Creek,USA,1400.0
98149,Kokaj,Albanien,0.0
98150,Mahuixtlan,Mexiko,3794.0
98151,Münsingen,Tyskland,14479.0
98152,Peristerá,Grekland,1137.0
98153,Jhārsugra,Indien,79492.0
98154,Ratangarh,Indien,66625.0
98155,Mayana,Filippinerna,2305.0
98156,Shahr-e Herāt,Iran,0.0
98157,Mota del Cuervo,Spanien,6020.0
98158,Tuglie,Italien,5100.0
98159,Knevichi,Ryssland,4605.0
98160,Ido-Ekiti,Nigeria,0.0
98161,Gudensberg,Tyskland,9032.0
98162,Houplin-Ancoisne,Frankrike,3703.0
98163,Twyford,United Kingdom,7533.0
98164,Santa Croce di Magliano,Italien,4683.0
98165,Asproválta,Grekland,2838.0
98166,Santa María del Llano,Mexiko,4078.0
98167,Siror,Italien,713.0
98168,Bučin,Makedonien,1243.0
98169,Lichtensteig,Schweiz,1945.0
98170,Barendorf,Tyskland,2173.0
98171,Keszthely,Ungern,21534.0
98172,Lubomino,Polen,1194.0
98173,Werbach,Tyskland,3589.0
98174,La Caleta Culebras,Peru,0.0
98175,Robstown,USA,11576.0
98176,Apensen,Tyskland,2987.0
98177,Polešovice,Czechia,1941.0
98178,Haraat,Mongoliet,0.0
98179,Longjin,Kina,0.0
98180,Kātol,Indien,41893.0
98181,Billinge,United Kingdom,5896.0
98182,Yuni,Filippinerna,5714.0
98183,Orzysz,Polen,5998.0
98184,Chawang,Thailand,10923.0
98185,Chancy,Schweiz,942.0
98186,La Spezia,Italien,88491.0
98187,San Pietro Valdastico,Italien,494.0
98188,Trabitz,Tyskland,1406.0
98189,Wijnjewoude,Nederländerna,1245.0
98190,Jaworze,Polen,6723.0
98191,La Caldera,Argentina,0.0
98192,Bakurianis Andeziti,Georgien,1085.0
98193,Mommenheim,Tyskland,3053.0
98194,Auffay,Frankrike,1826.0
98195,Park Ridge,USA,37757.0
98196,Sausa,Peru,0.0
98197,Pawłowiczki,Polen,1300.0
98198,Scanno,Italien,1900.0
98199,Anqing,Kina,358661.0
98200,Jatiel,Spanien,72.0
98201,Brahmenau,Tyskland,1070.0
98202,Santana do Ipanema,Brasilien,26146.0
98203,Jodłówka,Polen,1822.0
98204,Bugeac,Moldavien,1800.0
98205,Hauppauge,USA,20882.0
98206,Myskhako,Ryssland,7954.0
98207,Ribnitz-Damgarten,Tyskland,17152.0
98208,Las Lajas,Mexiko,1018.0
98209,Recreio,Brasilien,8882.0
98210,Chodel,Polen,1500.0
98211,Santo Stefano di Camastra,Italien,4392.0
98212,Pfedelbach,Tyskland,8879.0
98213,Mekla,Algeriet,29560.0
98214,Nueva Ocotepeque,Honduras,8780.0
98215,Suzëmka,Ryssland,9394.0
98216,Santor,Filippinerna,3448.0
98217,Narooma,Australien,2499.0
98218,Khomeynī Shahr,Iran,277334.0
98219,Taungdwingyi,Myanmar,70094.0
98220,Santiago Chilixtlahuaca,Mexiko,1040.0
98221,Skorogoszcz,Polen,1200.0
98222,Georgetown,Guyana,235017.0
98223,Alah Sāy,Afganistan,0.0
98224,South Burlington,USA,18791.0
98225,Chicche,Peru,0.0
98226,Malinta,Filippinerna,3374.0
98227,Pereiaslav-Khmelnytskyi,Ukraina,36527.0
98228,Saccolongo,Italien,3326.0
98229,Papatlazolco,Mexiko,2048.0
98230,Weyersheim,Frankrike,3095.0
98231,Santa María Nenetzintla,Mexiko,4024.0
98232,Bhojpur,Nepal,3250.0
98233,Leutasch,Austria,2380.0
98234,Saint John,USA,14850.0
98235,Castelpagano,Italien,440.0
98236,Ochtendung,Tyskland,5207.0
98237,Yushala,Ryssland,4169.0
98238,Duquesne,USA,1736.0
98239,As Sanad,Tunisien,7859.0
98240,Małomice,Polen,3617.0
98241,Roetgen,Tyskland,8177.0
98242,Spinetoli,Italien,840.0
98243,Hadali,Pakistan,49663.0
98244,Savália,Grekland,1339.0
98245,Concepción la Venta,Mexiko,1209.0
98246,Santiago,Chile,4837295.0
98247,Bass Lake,USA,1195.0
98248,Harsefeld,Tyskland,12350.0
98249,Wood-Lynne,USA,2978.0
98250,Saint-Marcel,Frankrike,4844.0
98251,Malaruhatan,Filippinerna,3169.0
98252,Yarmouth,USA,25243.0
98253,San Pedro,Filippinerna,2698.0
98254,Riyom,Nigeria,0.0
98255,Parkersburg,USA,30991.0
98256,Beltrán,Colombia,296.0
98257,Lapinig,Filippinerna,3685.0
98258,Bellefontaine,USA,13117.0
98259,Enrekang,Indonesien,0.0
98260,Apt,Frankrike,11609.0
98261,Arcey,Frankrike,1218.0
98262,Harbury,United Kingdom,2148.0
98263,Na Kluea,Thailand,0.0
98264,Néa Seléfkeia,Grekland,1213.0
98265,Sainte-Tulle,Frankrike,3404.0
98266,Puerto Escondido,Colombia,3020.0
98267,Farakka,Indien,21834.0
98268,Khulimsunt,Ryssland,2409.0
98269,Cabezamesada,Spanien,500.0
98270,Montescourt-Lizerolles,Frankrike,1543.0
98271,Pottum,Tyskland,1033.0
98272,Du Quoin,USA,5949.0
98273,Moskva,Tajikistan,0.0
98274,Châtillon-en-Vendelais,Frankrike,1709.0
98275,Mission Canyon,USA,2381.0
98276,Montfaucon,Frankrike,1439.0
98277,Ribera del Fresno,Spanien,3291.0
98278,Twin Falls,USA,47468.0
98279,Isla Aguada,Mexiko,6204.0
98280,Seuneubok Bayu,Indonesien,0.0
98281,Smala,Algeriet,4000.0
98282,Nagbukel,Filippinerna,0.0
98283,Phato,Thailand,0.0
98284,Viano,Italien,1117.0
98285,Arbizzano-Santa Maria,Italien,5148.0
98286,Domneşti-Sârbi,Rumänien,6393.0
98287,Cabulay,Filippinerna,2829.0
98288,Ramallah,Palestinian Territory,24599.0
98289,Limonade,Haiti,3810.0
98290,Al Jamīmah,Yemen,0.0
98291,Āz̄arshahr,Iran,0.0
98292,Dīnhāta,Indien,42381.0
98293,Yanacancha,Peru,23175.0
98294,Bilten,Schweiz,2011.0
98295,Hiddensee,Tyskland,1094.0
98296,BABOR - VILLE,Algeriet,33000.0
98297,Balatonboglár,Ungern,5964.0
98298,Navamorales,Spanien,127.0
98299,Santa Eufemia del Arroyo,Spanien,139.0
98300,Santa Fé de la Laguna,Mexiko,4879.0
98301,Podoleni,Rumänien,1184.0
98302,Somerdale,USA,5460.0
98303,Os,Norge,626.0
98304,Mabiton,Filippinerna,2202.0
98305,Cerralbo,Spanien,231.0
98306,Longos,Filippinerna,2638.0
98307,Cabanas de Viriato,Portugal,1533.0
98308,Sudley,USA,16203.0
98309,Estación Obispo,Mexiko,1622.0
98310,Kaiping,Kina,0.0
98311,Sterpoaia,Rumänien,1051.0
98312,Villa de María,Argentina,0.0
98313,Cantello,Italien,3712.0
98314,Honnāli,Indien,16753.0
98315,Larbert,United Kingdom,9530.0
98316,Dwikozy,Polen,1723.0
98317,Uniontown,USA,2415.0
98318,Hambye,Frankrike,1141.0
98319,Baniachang,Bangladesh,37807.0
98320,Sasayama,Japan,47204.0
98321,Dindigul,Indien,200797.0
98322,Březová nad Svitavou,Czechia,1518.0
98323,Sprendlingen,Tyskland,4014.0
98324,Rion-des-Landes,Frankrike,2401.0
98325,Atarra,Indien,46168.0
98326,Belovodskoye,Kyrgyzstan,0.0
98327,Colares,Portugal,7905.0
98328,Aalten,Nederländerna,19141.0
98329,Porrentruy,Schweiz,6521.0
98330,Lamotte-Beuvron,Frankrike,4426.0
98331,Surprise,USA,128422.0
98332,Whakatane,Nya Zeeland,18602.0
98333,Linping,Kina,78180.0
98334,Union,Filippinerna,4581.0
98335,Kihoku-chō,Japan,11712.0
98336,Creech Saint Michael,United Kingdom,1795.0
98337,Cañas Gordas,Panama,374.0
98338,Stalowa Wola,Polen,66495.0
98339,Zadzim,Polen,500.0
98340,Pantai Remis,Malaysia,16317.0
98341,Siersdorf,Tyskland,2768.0
98342,Pérouges,Frankrike,1208.0
98343,Santa Ana,USA,335400.0
98344,Turuvekere,Indien,14115.0
98345,Schnürpflingen,Tyskland,1322.0
98346,Istok,Kosovo,40000.0
98347,Tulfes,Austria,1089.0
98348,Cape Girardeau,USA,39462.0
98349,Greve in Chianti,Italien,3792.0
98350,Thepharak,Thailand,0.0
98351,Dubovka,Ryssland,15217.0
98352,Eidelstedt,Tyskland,30100.0
98353,Al Madān,Yemen,0.0
98354,Sanquelim,Indien,11698.0
98355,Jastrebarsko,Kroatien,5445.0
98356,Vipiteno,Italien,5356.0
98357,DeLand,USA,30195.0
98358,Saint-Mars-la-Jaille,Frankrike,2371.0
98359,Oakey,Australien,3400.0
98360,Dromore,United Kingdom,5641.0
98361,Sogndal,Norge,6700.0
98362,Stow,USA,34797.0
98363,Líbano,Colombia,28211.0
98364,Tichá,Czechia,1585.0
98365,Ochakovo-Matveyevskoye,Ryssland,114000.0
98366,Palestina,Colombia,7865.0
98367,Sutton Bonington,United Kingdom,1218.0
98368,Oeyreluy,Frankrike,1595.0
98369,Bakerstown,USA,1761.0
98370,Muquén,Mexiko,1480.0
98371,South Park,USA,1731.0
98372,McKinley Heights,USA,1060.0
98373,Terter,Azerbajdzjan,18185.0
98374,Francisco Sarabia,Mexiko,1499.0
98375,Zirahuato de los Bernal,Mexiko,2075.0
98376,Maiha,Nigeria,0.0
98377,Pochetnoye,Ukraina,1247.0
98378,Subtanjalla,Peru,9096.0
98379,Moramanga,Madagaskar,29212.0
98380,Spárti,Grekland,16239.0
98381,Kortenberg,Belgien,17774.0
98382,Lacock,United Kingdom,320.0
98383,Oedt,Austria,3046.0
98384,Nova Borova,Ukraina,5494.0
98385,Yancheng,Kina,0.0
98386,Saulx-les-Chartreux,Frankrike,5241.0
98387,Johnstown,USA,8345.0
98388,Mount Barker,Australien,8357.0
98389,Ta`ū,American Samoa,873.0
98390,Exton,USA,4842.0
98391,İzmir,Turkiet,2500603.0
98392,Eenrum,Nederländerna,1365.0
98393,Port Elizabeth,Saint Vincent and the Grenadines,839.0
98394,Ipsheim,Tyskland,2162.0
98395,Regensdorf,Schweiz,7531.0
98396,Carabalan,Filippinerna,7557.0
98397,Campillo de Aranda,Spanien,186.0
98398,Burlington,USA,10650.0
98399,Goderich,Kanada,8032.0
98400,Dhībān,Syria,0.0
98401,Limerzel,Frankrike,1185.0
98402,Talamanca de Jarama,Spanien,1984.0
98403,Komsomol’skiy,Ryssland,5099.0
98404,Herenthout,Belgien,8378.0
98405,Villagonzalo-Pedernales,Spanien,1110.0
98406,Jarocin,Polen,1300.0
98407,Illingen,Tyskland,7205.0
98408,Shouguang,Kina,79212.0
98409,Thị Trấn Ngải Giao,Vietnam,0.0
98410,Bhuban,Indien,20478.0
98411,Lucena,Spanien,42248.0
98412,Atarfe,Spanien,15399.0
98413,Sanfins,Portugal,1970.0
98414,Saint-Josse,Frankrike,1088.0
98415,North Adams,USA,13263.0
98416,Abernathy,USA,2743.0
98417,Comloşu Mare,Rumänien,4745.0
98418,Dobrotinet,Rumänien,1177.0
98419,Greer,USA,28365.0
98420,Pura,Filippinerna,6928.0
98421,Santa Clara,USA,6841.0
98422,Orrington,USA,3666.0
98423,Monte Grande,Puerto Rico,1817.0
98424,Bishopstone,United Kingdom,424.0
98425,Pakong,Indonesien,0.0
98426,Marchwood,United Kingdom,6141.0
98427,Metetí,Panama,2298.0
98428,Long Branch,USA,30941.0
98429,Villegouge,Frankrike,1173.0
98430,Barabai,Indonesien,60192.0
98431,Fox Lake,USA,1478.0
98432,Jin’an,Kina,0.0
98433,Baranello,Italien,684.0
98434,Canovanas,Puerto Rico,8437.0
98435,Purchena,Spanien,1598.0
98436,Bucerías,Mexiko,13098.0
98437,Paidha,Uganda,28348.0
98438,Zaterechnyy,Ryssland,7835.0
98439,Marolles-sur-Seine,Frankrike,1521.0
98440,Hawks Nest,Australien,1028.0
98441,Pervomaisc,Moldavien,7300.0
98442,Recco,Italien,9680.0
98443,Focșani,Rumänien,77313.0
98444,Zaytā,Palestinian Territory,3052.0
98445,Bafia,Kamerun,69270.0
98446,Mabyan,Yemen,0.0
98447,Mapolopolo,Filippinerna,2219.0
98448,Tickhill,United Kingdom,4992.0
98449,Lahan Sai,Thailand,0.0
98450,Minj,Papua New Guinea,0.0
98451,Gesi,Turkiet,0.0
98452,Sendenhorst,Tyskland,13316.0
98453,San Lorenzo,Honduras,22289.0
98454,Hoveyzeh,Iran,0.0
98455,Baroy,Filippinerna,3195.0
98456,Gangoh,Indien,59519.0
98457,Colquitt,USA,1886.0
98458,Amurrio,Spanien,10089.0
98459,Reichertshofen,Tyskland,7298.0
98460,San Agustín,Colombia,9481.0
98461,Ladue,USA,8597.0
98462,Gatón de Campos,Spanien,43.0
98463,Tepetitán Reyeshogpan de Hidalgo,Mexiko,1309.0
98464,Osinniki,Ryssland,48919.0
98465,Champier,Frankrike,1048.0
98466,Yemtsa,Ryssland,1441.0
98467,Gokarna,Indien,25851.0
98468,Tătuleşti,Rumänien,1324.0
98469,Chodecz,Polen,1902.0
98470,Fino del Monte,Italien,1127.0
98471,Knyaginino,Ryssland,6923.0
98472,Friolzheim,Tyskland,3575.0
98473,Triollo,Spanien,82.0
98474,Kızıltepe,Turkiet,150174.0
98475,Jonkowo,Polen,1500.0
98476,Phu Luang,Thailand,0.0
98477,Borskoye,Ryssland,9119.0
98478,Ijūin,Japan,25217.0
98479,Oak Lawn,USA,56781.0
98480,Coxcatlán,Mexiko,2605.0
98481,Bonnat,Frankrike,1293.0
98482,Marcelli,Italien,1473.0
98483,Elemir,Serbien,4998.0
98484,Drinovci,Bosnien och Hercegovina,3791.0
98485,Pawłowice,Polen,9929.0
98486,Křepice,Czechia,1254.0
98487,Udenhout,Nederländerna,7650.0
98488,Głogoczów,Polen,2800.0
98489,Lampeland,Norge,0.0
98490,Ruzhou,Kina,0.0
98491,Ruzhdie,Albanien,0.0
98492,Mbéni,Comoros,6516.0
98493,Fessenden,USA,472.0
98494,Oldenzaal,Nederländerna,31410.0
98495,Calceranica al Lago,Italien,1212.0
98496,Taiyuan,Kina,3426519.0
98497,Tinskoy,Ryssland,4147.0
98498,Asifābād,Indien,21213.0
98499,Cravanche,Frankrike,1947.0
98500,Payshanba,Uzbekistan,24772.0
98501,Niederrieden,Tyskland,1340.0
98502,Saubraz,Schweiz,354.0
98503,Valea Danului,Rumänien,3089.0
98504,La Tour-du-Crieu,Frankrike,2213.0
98505,Buenavista,Mexiko,4212.0
98506,Fraserburg,South Africa,3029.0
98507,Estubeny,Spanien,183.0
98508,Aluminé,Argentina,3720.0
98509,Caboolture,Australien,21478.0
98510,Frankfort,USA,1065.0
98511,Abrīsham,Iran,20000.0
98512,Gaurnadi,Bangladesh,40519.0
98513,Étreillers,Frankrike,1048.0
98514,Velda Village,USA,1420.0
98515,Iłowo -Osada,Polen,2800.0
98516,Kartaly,Ryssland,28503.0
98517,Al Ghayz̧ah,Yemen,10948.0
98518,Mengyin,Kina,65889.0
98519,Yokadouma,Kamerun,13287.0
98520,Corbarieu,Frankrike,1348.0
98521,Fresen,Austria,7.0
98522,Ariguaní,Colombia,26246.0
98523,Ringmer,United Kingdom,3165.0
98524,Jalingo,Nigeria,117757.0
98525,Siruela,Spanien,2218.0
98526,Rockton,USA,7525.0
98527,Esperantinópolis,Brasilien,13166.0
98528,Sucre,Colombia,2552.0
98529,Portacomaro,Italien,855.0
98530,Libreville,Gabon,578156.0
98531,Cotmon,Filippinerna,2770.0
98532,La Estancia,Mexiko,1341.0
98533,Church Point,Australien,1121.0
98534,Nuwara Eliya,Sri Lanka,25775.0
98535,Koźminek,Polen,1800.0
98536,Zánka,Ungern,1003.0
98537,Selçikler,Turkiet,2002.0
98538,San Joaquín,Paraguay,1745.0
98539,Santa Eugènia,Spanien,1420.0
98540,Cubo de Bureba,Spanien,119.0
98541,Villagarcía del Llano,Spanien,939.0
98542,Rāmpura,Indien,11347.0
98543,Sukorambi,Indonesien,0.0
98544,Bantuanon,Filippinerna,4673.0
98545,Silver Ridge,USA,1133.0
98546,Moultrie,USA,14377.0
98547,Villers-Outréaux,Frankrike,2261.0
98548,Roseville,USA,130269.0
98549,Villardefrades,Spanien,212.0
98550,Latowicz,Polen,1401.0
98551,West Seneca,USA,44711.0
98552,Band,Rumänien,7599.0
98553,Cileungsir,Indonesien,202190.0
98554,Detiña (San Antonio Detiña),Mexiko,2453.0
98555,Villa de Arista,Mexiko,7575.0
98556,Newcastle,Irland,2659.0
98557,Santo Tomás La Unión,Guatemala,7081.0
98558,Santa Ana Batha,Mexiko,1651.0
98559,Collado de Contreras,Spanien,249.0
98560,Amakusa,Japan,0.0
98561,Centurion,South Africa,233386.0
98562,Bagalangit,Filippinerna,2401.0
98563,Vilque,Peru,0.0
98564,Arbazh,Ryssland,3943.0
98565,Aydarken,Kyrgyzstan,11857.0
98566,East Independence,USA,110675.0
98567,Briona,Italien,1018.0
98568,Schwenksville,USA,1398.0
98569,Lucino,Italien,2441.0
98570,Seč,Czechia,1686.0
98571,Guxhagen,Tyskland,5433.0
98572,Jicomé,Dominican Republic,1725.0
98573,Beloyarsk,Ryssland,10733.0
98574,Grabenstätt,Tyskland,4152.0
98575,Tobaj,Austria,285.0
98576,La Yuca,Venezuela,0.0
98577,Aidomaggiore,Italien,464.0
98578,Kroppenstedt,Tyskland,1681.0
98579,Alzate Brianza,Italien,3690.0
98580,Levuka,Fiji,8360.0
98581,Yuxi,Kina,103829.0
98582,Tracy-le-Mont,Frankrike,1772.0
98583,Pácora,Colombia,8218.0
98584,Chittaranjan,Indien,45305.0
98585,Linton upon Ouse,United Kingdom,1008.0
98586,Port Saint Lucie,USA,164603.0
98587,Krompachy,Slovakien,8812.0
98588,Xiahu,Kina,5070.0
98589,Hamzalı,Turkiet,0.0
98590,Barddhamān,Indien,301725.0
98591,Limín Khersonísou,Grekland,2968.0
98592,Alanje,Panama,1373.0
98593,El Viejo,Nicaragua,53504.0
98594,Astakós,Grekland,2569.0
98595,Chilecito,Argentina,42248.0
98596,Terra Bella,USA,3310.0
98597,Henstedt-Ulzburg,Tyskland,26083.0
98598,Berowra,Australien,4284.0
98599,Veyno,Vitryssland,1717.0
98600,Aghireș,Rumänien,1196.0
98601,Coonamble,Australien,2975.0
98602,Arriach,Austria,329.0
98603,Rojales,Spanien,20510.0
98604,San Miguel Sigüilá,Guatemala,7551.0
98605,Terrassa,Spanien,210941.0
98606,Zarubino,Ryssland,3438.0
98607,Pressath,Tyskland,4654.0
98608,Pompaples,Schweiz,0.0
98609,Lincolnton,USA,1479.0
98610,Reichenfels,Austria,1060.0
98611,Agua Caliente,Mexiko,1081.0
98612,Örenşehir,Turkiet,0.0
98613,Vũ Thư,Vietnam,0.0
98614,San Teodoro,Italien,1421.0
98615,Montmagny,Frankrike,14708.0
98616,Ayrampuni,Peru,0.0
98617,Lovran,Kroatien,3257.0
98618,Pratella,Italien,547.0
98619,Ambad,Indien,29846.0
98620,Manfalūţ,Egypten,78744.0
98621,Colmenar,Spanien,3227.0
98622,Mtwango,Tanzania,19040.0
98623,Santiurde de Reinosa,Spanien,362.0
98624,Henagar,USA,2346.0
98625,Sontra,Tyskland,8624.0
98626,Sultānpur,Indien,8518.0
98627,San Juan Volador,Mexiko,1725.0
98628,Barlinek,Polen,14385.0
98629,Capácuaro,Mexiko,7424.0
98630,Acquedolci,Italien,4664.0
98631,Jördenstorf,Tyskland,1213.0
98632,Eureka,USA,10602.0
98633,Dormettingen,Tyskland,1101.0
98634,Uyovu,Tanzania,60849.0
98635,Valea Arini,Rumänien,1326.0
98636,Buansa,Filippinerna,3196.0
98637,Crissolo,Italien,210.0
98638,Mulfingen,Tyskland,3874.0
98639,Chantilly,Frankrike,11085.0
98640,San Pedro Tepetitlán,Mexiko,2805.0
98641,Glenorchy,Australien,10062.0
98642,Rio Grande,USA,2670.0
98643,Pirou,Frankrike,1353.0
98644,Major Isidoro,Brasilien,8507.0
98645,Tierra Blanca,Mexiko,1165.0
98646,Hālol,Indien,45741.0
98647,Lukuledi,Tanzania,29699.0
98648,Fliess,Austria,3019.0
98649,Saarlouis,Tyskland,38333.0
98650,Patin-ay,Filippinerna,7263.0
98651,Sarauli,Indien,20923.0
98652,Achí,Colombia,8434.0
98653,Sarāi Ākil,Indien,17443.0
98654,Chalco,Mexiko,168720.0
98655,Fraccionamiento Misión de San Javier,Mexiko,2655.0
98656,Şuici,Rumänien,2897.0
98657,Chier,Rumänien,1130.0
98658,Šaľa,Slovakien,24513.0
98659,Sudogda,Ryssland,13277.0
98660,Åkirkeby,Danmark,2195.0
98661,Calumpang,Filippinerna,2498.0
98662,Uchtspringe,Tyskland,1487.0
98663,Udeşti,Rumänien,7177.0
98664,Entabladero,Mexiko,3316.0
98665,Alcozacán,Mexiko,1293.0
98666,Acerra,Italien,53578.0
98667,Talibura,Indonesien,0.0
98668,Lennec,Filippinerna,3142.0
98669,Chaguanas,Trinidad and Tobago,67433.0
98670,Park City,USA,7618.0
98671,Ash Shaykh Badr,Syria,0.0
98672,Cantón Villaflor,Mexiko,1046.0
98673,Naḩḩālīn,Palestinian Territory,6215.0
98674,Jalālī,Indien,18177.0
98675,Morro da Cruz,Brasilien,5000.0
98676,Selkirk,United Kingdom,5730.0
98677,Beliş,Rumänien,1377.0
98678,Ajijic,Mexiko,10509.0
98679,Tordellego,Spanien,59.0
98680,Tillamook,USA,4997.0
98681,Santa Juana Primera Sección,Mexiko,1979.0
98682,Longano,Italien,390.0
98683,Aïn Arnat,Algeriet,35088.0
98684,Cill Airne,Irland,7300.0
98685,Młynary,Polen,1815.0
98686,Demigny,Frankrike,1552.0
98687,Higashiyamato,Japan,0.0
98688,Świedziebnia,Polen,958.0
98689,Pocruia,Rumänien,1107.0
98690,Petten,Nederländerna,1640.0
98691,Weinburg am Saßbach,Austria,364.0
98692,Ebeleben,Tyskland,3155.0
98693,Santa Cecilia del Alcor,Spanien,149.0
98694,Blackwood,United Kingdom,15476.0
98695,Parona,Italien,1776.0
98696,Sintra,Portugal,26193.0
98697,San Felipe Tílpam,Mexiko,1118.0
98698,Fullarton,Australien,4083.0
98699,San Marco dei Cavoti,Italien,2025.0
98700,Kaçinar,Albanien,0.0
98701,Kihurio,Tanzania,8377.0
98702,Aumont-Aubrac,Frankrike,1106.0
98703,RMI Capitol,Marshall Islands,0.0
98704,Otrębusy,Polen,2000.0
98705,Tājpur,Indien,17529.0
98706,Johnsonville,USA,1748.0
98707,Bongued,Filippinerna,2684.0
98708,L'Île-Bouchard,Frankrike,1754.0
98709,Dixon Lane-Meadow Creek,USA,2645.0
98710,Khārās,Palestinian Territory,6885.0
98711,Leandro N. Alem,Argentina,0.0
98712,Alagoa Nova,Brasilien,9182.0
98713,Slyudyanka,Ryssland,18809.0
98714,Miroslăvești,Rumänien,2005.0
98715,Buenavista,Mexiko,1028.0
98716,Lesozavodsk,Ryssland,41778.0
98717,Bettendorf,USA,35505.0
98718,Kaukauna,USA,15854.0
98719,Moita Bonita,Brasilien,3602.0
98720,Montpellier,Frankrike,248252.0
98721,Prymors’k,Ukraina,13900.0
98722,Santa Maria de Jetibá,Brasilien,13090.0
98723,Malad City,USA,2050.0
98724,Pueblo Viejo,Mexiko,1044.0
98725,Yavuzeli,Turkiet,8170.0
98726,Kronach,Tyskland,18248.0
98727,Fontaines,Frankrike,2166.0
98728,Albersdorf,Austria,1172.0
98729,Masterton,Nya Zeeland,20698.0
98730,Fort-Shevchenko,Kazakstan,5213.0
98731,Chimalpa y Tlalayote,Mexiko,2363.0
98732,Lafayette,USA,71111.0
98733,Çatak,Turkiet,0.0
98734,Himarë,Albanien,4596.0
98735,Villelaure,Frankrike,3132.0
98736,Mignagola,Italien,2529.0
98737,Santa Elena,Mexiko,1893.0
98738,Mitteleschenbach,Tyskland,1573.0
98739,Calvisi,Italien,513.0
98740,Münster,Tyskland,270184.0
98741,Sabugal,Portugal,0.0
98742,Barrow upon Humber,United Kingdom,2820.0
98743,Sugbongkogon,Filippinerna,2494.0
98744,Adiaké,Elfenbenskusten,16531.0
98745,Sungaitatas,Indonesien,0.0
98746,Meiners Oaks,USA,3571.0
98747,Filatovka,Ukraina,516.0
98748,Ţahţā,Egypten,90591.0
98749,Shildon,United Kingdom,9976.0
98750,Oraviţa,Rumänien,12332.0
98751,Mărgineni,Rumänien,3995.0
98752,Londrina,Brasilien,471832.0
98753,Moosbrunn,Austria,1777.0
98754,Gouvernes,Frankrike,1132.0
98755,Cariló,Argentina,1553.0
98756,Zhaoren,Kina,0.0
98757,Shūkat aş Şūfī,Palestinian Territory,10566.0
98758,Vizille,Frankrike,7962.0
98759,Lakha Nëvre,Ryssland,7877.0
98760,Jianjun,Kina,0.0
98761,Ten Mile Run,USA,1959.0
98762,Prestea,Ghana,35155.0
98763,Balatonfenyves,Ungern,1885.0
98764,Tapay,Peru,0.0
98765,Hashtrūd,Iran,16888.0
98766,Lanstrop,Tyskland,4176.0
98767,Creazzo,Italien,10124.0
98768,Scoarţa,Rumänien,4973.0
98769,Westergellersen,Tyskland,1709.0
98770,Harjavalta,Finland,7572.0
98771,Kardzhin,Ryssland,3154.0
98772,Bānki,Indien,16555.0
98773,Campbellfield,Australien,5467.0
98774,Samatan,Frankrike,2059.0
98775,Oliveira de Frades,Portugal,0.0
98776,Gôi,Vietnam,0.0
98777,Rilhac-Rancon,Frankrike,3751.0
98778,Ersekë,Albanien,7890.0
98779,Rosdorf,Tyskland,11840.0
98780,Jeżowe,Polen,5358.0
98781,Bahjoi,Indien,33752.0
98782,Mlowo,Tanzania,18737.0
98783,Samarkanda,Mexiko,3365.0
98784,Razkrižje,Slovenien,252.0
98785,Urb. Santo Domingo,Peru,5000.0
98786,La Croft,USA,1144.0
98787,Playón Chico,Panama,2042.0
98788,Canton,USA,13676.0
98789,Tadasuni,Italien,198.0
98790,Eşen,Turkiet,0.0
98791,Morrone del Sannio,Italien,471.0
98792,Viehhausen,Austria,2136.0
98793,Nashville,USA,5460.0
98794,North Brighton,Australien,2109.0
98795,Sierra de Fuentes,Spanien,1895.0
98796,Colbitz,Tyskland,3443.0
98797,Cernusco Lombardone,Italien,3789.0
98798,Simaxis,Italien,2074.0
98799,Campos Sales,Brasilien,17648.0
98800,Hitzkirch,Schweiz,2165.0
98801,Vose’,Tajikistan,21736.0
98802,Ausejo de la Sierra,Spanien,65.0
98803,Semirara,Filippinerna,5470.0
98804,El Pájaro,Panama,112.0
98805,San Fedele Superiore,Italien,1642.0
98806,Cármenes,Spanien,425.0
98807,Zdíkov,Czechia,1616.0
98808,Almuniente,Spanien,569.0
98809,Ayotzintepec,Mexiko,3609.0
98810,Achichipico,Mexiko,2288.0
98811,Signal Hill,USA,11565.0
98812,Nieder-Gründau,Tyskland,1749.0
